,diabetes_prob
0,0.8855641889162658
1,0.6391370091093903
2,0.5476025400867408
3,0.8558012180705747
4,0.4718286144387128
5,0.5806700741849834
6,0.6977477648748223
7,0.5465188236795958
8,0.8533861567910197
9,0.7567029814658697
10,0.5493408862650391
11,0.14228877484952973
12,0.4677484207127189
13,0.1937194695753295
14,0.7911947792144267
15,0.21160251125888177
16,0.7431415707632013
17,0.5635697193526933
18,0.18894993422489254
19,0.8701436917471257
20,0.35475996016274347
21,0.45246957280318634
22,0.4186950437895262
23,0.7286047109136163
24,0.8640298848078118
25,0.3839074234905214
26,0.5776775210072901
27,0.19493154163128504
28,0.07515979704119184
29,0.23817411018810794
30,0.3214592758789874
31,0.07500206223830029
32,0.5414174846649801
33,0.478991480990489
34,0.7424229374164782
35,0.7777649429560505
36,0.8614522221420065
37,0.19622899244519013
38,0.8645917667426807
39,0.25554221691423523
40,0.7889963720508011
41,0.5210188144286106
42,0.8111310010959019
43,0.6401269071769132
44,0.8369804257146277
45,0.908229687797578
46,0.041578718031641634
47,0.8735965378532453
48,0.664537824735475
49,0.8640774026577864
50,0.07213297138326623
51,0.3571389413567497
52,0.8304003138381566
53,0.09530574385641635
54,0.8978227296633504
55,0.0476389590554638
56,0.6716441613698771
57,0.5216787420992277
58,0.8525293030522838
59,0.7924593530112598
60,0.37440006868550835
61,0.1416803639284322
62,0.7905211194638824
63,0.48425957022342514
64,0.6287139852135564
65,0.688719762070749
66,0.8103189597357077
67,0.5356210394527392
68,0.34587391645018073
69,0.6256470803415256
70,0.20746643527905773
71,0.8480599029361895
72,0.7673812053352271
73,0.19976578206573128
74,0.12876992718692953
75,0.6320452229847382
76,0.2596495955658687
77,0.8812781433871487
78,0.3686425922818875
79,0.4447864182914693
80,0.26692965016951764
81,0.6802630078752478
82,0.8064039551218379
83,0.8425080759662822
84,0.422035638845468
85,0.7150630536741605
86,0.1250991832654905
87,0.560263757491919
88,0.592073397997715
89,0.11980341903169699
90,0.6052076484000581
91,0.1555986480726597
92,0.2973763577947126
93,0.24861536895680494
94,0.6535696012165235
95,0.6916152840214351
96,0.38935853495741685
97,0.6168099491175484
98,0.684692332149534
99,0.8774777321675528
100,0.6869877713177904
101,0.6150798226093176
102,0.32317721042345215
103,0.9346643868602009
104,0.26124002313657324
105,0.5974527871674046
106,0.06253718343563462
107,0.869241853150664
108,0.15407912029909285
109,0.6040575808964387
110,0.3154152115807586
111,0.1250799191164922
112,0.5820002835578859
113,0.9199369788654521
114,0.11166006386927735
115,0.952972469865458
116,0.4281274450151381
117,0.8071367831456479
118,0.46238408787717433
119,0.6466471473552559
120,0.13132554977695743
121,0.9443746638210248
122,0.190174301729737
123,0.3204221258685182
124,0.1512524358744717
125,0.5326692777620828
126,0.037722687938381544
127,0.7162590109787198
128,0.1133190381725196
129,0.9145682902218712
130,0.33370271959605835
131,0.6457760767784438
132,0.9563704765166445
133,0.8940374082472567
134,0.9141568185794429
135,0.12061049542342318
136,0.8427943920707862
137,0.5149568058306601
138,0.27980941959252686
139,0.5709873968584712
140,0.3093492541151282
141,0.8962833005002165
142,0.16567232687897462
143,0.6832267784530932
144,0.7616515337188245
145,0.01965020802457781
146,0.4830646553109519
147,0.7870786745993376
148,0.13441282761309595
149,0.49567921575847995
150,0.5572032623730367
151,0.42008616274224264
152,0.6795365946676326
153,0.23817996934931102
154,0.6386343754739191
155,0.8074129147798862
156,0.9226982685447316
157,0.5759221947237886
158,0.8734862785616458
159,0.7568656540812883
160,0.6124746463391774
161,0.8004147256833017
162,0.1346347784096637
163,0.15566428221920772
164,0.32433117966966585
165,0.09754403608165325
166,0.30019110514553804
167,0.32830961290778216
168,0.5101284739041493
169,0.8192486887072286
170,0.2215074639409718
171,0.8762844054831195
172,0.43219901728974486
173,0.18418865421304087
174,0.872797481967676
175,0.48658332029449397
176,0.5142803050476688
177,0.252490451589295
178,0.8432452380038997
179,0.8571357730914766
180,0.2678997329871563
181,0.9246901791416797
182,0.8022406295178299
183,0.9438286009652523
184,0.6874146765822454
185,0.631606919373687
186,0.5835169227097196
187,0.8375650998288626
188,0.550689734146775
189,0.28811901401181156
190,0.5592171699830291
191,0.7913825810620657
192,0.6448029649712405
193,0.8159424495869606
194,0.5369355212309556
195,0.5335913793160976
196,0.7405443710583212
197,0.8338687717043104
198,0.14234120183011206
199,0.6520015286686076
200,0.16225159273634185
201,0.22116915412608476
202,0.05626407105556834
203,0.8180587276427511
204,0.6136753344834741
205,0.13429208268806395
206,0.5803952046313483
207,0.21251002659334173
208,0.37316384729602936
209,0.915016324668981
210,0.14376374267394604
211,0.17719563162201957
212,0.19348467945642975
213,0.1374128627401903
214,0.04182724646855004
215,0.6057409385270134
216,0.8090072043226645
217,0.32648756802387835
218,0.04544722135019012
219,0.06995002813895178
220,0.1170963463786205
221,0.048732801862796764
222,0.6343468825089565
223,0.6964380889252442
224,0.6053392109080027
225,0.4136546097419207
226,0.10722852682393132
227,0.3924831396636794
228,0.04530308246117271
229,0.25803168541564503
230,0.11908675593684345
231,0.32491122162024116
232,0.5437153544967037
233,0.15688486414093555
234,0.7581971123775214
235,0.6708831850076789
236,0.513159771460434
237,0.6695315640118368
238,0.7417064531457362
239,0.19137024098304556
240,0.606079880961131
241,0.6004668190403223
242,0.0640153363390073
243,0.04745681019056535
244,0.1453769779208406
245,0.17225814102450127
246,0.8054224857043455
247,0.15050941096550077
248,0.5097349846207287
249,0.14523519989279082
250,0.31966295650738086
251,0.7890034991251258
252,0.14375887032227472
253,0.045162765912910206
254,0.0671594030729946
255,0.5099925393547527
256,0.07120120655896357
257,0.5169471525576144
258,0.7387807549781282
259,0.20361733996796816
260,0.6019256102970862
261,0.4273778742918589
262,0.2766539643424899
263,0.09119084442721749
264,0.5603425415302007
265,0.4602452628470287
266,0.07361462443428897
267,0.5533853309918223
268,0.6528967118210285
269,0.5283399947116345
270,0.10869259217389603
271,0.7204400065869377
272,0.021241532335349114
