,diabetes_prob
0,0.02204932454550395
1,0.6898499035504477
2,0.7856131787228909
3,0.5110099262429609
4,0.1287925721843154
5,0.06885933443036749
6,0.20650618676805418
7,0.04348399993445165
8,0.04013069849830362
9,0.9753840850781789
10,0.012726857686871183
11,0.06411999256137856
12,0.8979885074638648
13,0.1713954771634232
14,0.31681910384255646
15,0.12773361452159188
16,0.48511178252269554
17,0.15069838393787163
18,0.07922519929688983
19,0.09799617106324414
20,0.018539831497583512
21,0.5334266196257743
22,0.12986521154200756
23,0.024330323920195997
24,0.18807643595525933
25,0.058343793664075744
26,0.20055181518468457
27,0.16756546659466087
28,0.9979808468899248
29,0.37752081273736
30,0.08540209776288309
31,0.02204932454550395
32,0.016121295269433737
33,0.7555180557317877
34,0.1207137558939618
35,0.05428600403470133
36,0.23821940790266802
37,0.06087797374767319
38,0.6989176776593609
39,0.21659593291711576
40,0.08117735501134501
41,0.25196762079329804
42,0.4183223447288174
43,0.5348194691061635
44,0.051467682694223346
45,0.05428600403470133
46,0.4162918702575211
47,0.023296289378279437
48,0.033703287771210635
49,0.06369221466113023
50,0.09298603617859733
51,0.5286616687914056
52,0.06047891987885184
53,0.7756796447332583
54,0.1510833842433275
55,0.026385540803524923
56,0.018539831497583512
57,0.9053704782937213
58,0.6524958148861232
59,0.5013899900704137
60,0.1489758412988324
61,0.07326446833945018
62,0.1522378270579905
63,0.018539831497583512
64,0.22379375419942663
65,0.8796616165137019
66,0.10928254338725707
67,0.9665340692950187
68,0.06047891987885184
69,0.7555180557317877
70,0.5063412238119565
71,0.677710947772024
72,0.25122095025622304
73,0.13413759739625344
74,0.10219811618657648
75,0.06223272043399105
76,0.9770151834315928
77,0.4922202051912415
78,0.16818802863207893
79,0.14795545553124587
80,0.3906547943852465
81,0.01219433526866088
82,0.4300305681034505
83,0.089000481440632
84,0.036723399948758326
85,0.014899097178466757
86,0.07922519929688983
87,0.8446078123584416
88,0.018539831497583512
89,0.39785732696324877
90,0.1663762044349461
91,0.1335995413700802
92,0.07303686639082357
93,0.018539831497583512
94,0.9976115875017239
95,0.12773361452159188
96,0.07135012483855072
97,0.24829483682544576
98,0.023296289378279437
99,0.33713085025772654
100,0.08117735501134501
101,0.9009128899384373
102,0.3956540505193675
103,0.10928254338725707
104,0.11175810302181045
105,0.08170903563391438
106,0.11114546618057974
107,0.8380674540606082
108,0.9474643257735873
109,0.8678725911695941
110,0.1932963283362838
111,0.07303686639082357
112,0.9782324551935258
113,0.138029387912976
114,0.6575565011615874
115,0.03257132218204274
116,0.018539831497583512
117,0.9973236002008211
118,0.08780196383901863
119,0.01354227456725799
120,0.07922519929688983
121,0.031148453616551174
122,0.018539831497583512
123,0.949159660669115
124,0.09539138633681671
125,0.5878306528311298
126,0.005103409501174969
127,0.3704599340992584
128,0.4755738708036491
129,0.04092634565054086
130,0.497617983702466
131,0.18469654651465825
132,0.6442052534697085
133,0.02622953648995355
134,0.46877465739484653
135,0.12773361452159188
136,0.054333291864625995
137,0.031148453616551174
138,0.677710947772024
139,0.018539831497583512
140,0.447363266050947
141,0.07922519929688983
142,0.3373847887707157
143,0.7671829488354139
144,0.10376176135006299
145,0.26398944838349975
146,0.5945756401139471
147,0.13413759739625344
148,0.24736100561355867
149,0.3530384286613692
150,0.8844435524901888
151,0.06937741687856087
152,0.670068414242031
153,0.10219811618657648
154,0.02768076120834333
155,0.4642617486011254
156,0.01442572070464346
157,0.2120025036076853
158,0.20650618676805418
159,0.2717575576365179
160,0.34436053706458186
161,0.44114580254388547
162,0.40469211420925183
163,0.23227647667135035
164,0.14795545553124587
165,0.039011120705569245
166,0.8307608800950927
167,0.10928254338725707
168,0.07255715686393668
169,0.14325999193647154
170,0.6450634791825576
171,0.018539831497583512
172,0.014542610147351776
173,0.10406708798999899
174,0.050152001616352075
175,0.08822783366029092
176,0.15410124587279156
177,0.7105079943303969
178,0.6146940115164723
179,0.18348709827694568
180,0.08780196383901863
181,0.6060824051875313
182,0.04092634565054086
183,0.18807643595525933
184,0.018539831497583512
185,0.058343793664075744
186,0.6721860229188833
187,0.2869470663015933
188,0.49851538866474543
189,0.873073572346892
190,0.018539831497583512
191,0.10836588552474906
192,0.10304586481512495
193,0.0835002369163893
194,0.12773361452159188
195,0.13056587523369892
196,0.039011120705569245
197,0.9203850601590895
198,0.1175038441714581
199,0.677710947772024
200,0.08117735501134501
201,0.7856131787228909
202,0.31042993779397665
203,0.16505920306728394
204,0.009618659734794891
205,0.6576039390621587
206,0.018539831497583512
207,0.8340843112462052
208,0.6225219547309039
209,0.023296289378279437
210,0.8351269895291005
211,0.9960143499018825
212,0.12175796147043332
213,0.02768076120834333
214,0.06825105789950311
215,0.06885933443036749
216,0.018539831497583512
217,0.709927407369892
218,0.5200156537486103
219,0.40686613652608894
220,0.1510833842433275
221,0.11478724306418732
222,0.010236997552676378
223,0.04319371913416834
224,0.05603553987253503
225,0.5837065387919187
226,0.7979090768195265
227,0.051467682694223346
228,0.5217893176013587
229,0.42731822782853957
230,0.20081170787147948
231,0.06885933443036749
232,0.677710947772024
233,0.7622064901057669
234,0.7203306438005839
235,0.07922519929688983
236,0.4300305681034505
237,0.6602978474657604
238,0.8238768068217132
239,0.2667624114563766
240,0.023296289378279437
241,0.02204932454550395
242,0.03451833215926415
243,0.9429122857701435
244,0.02204932454550395
245,0.4162918702575211
246,0.02622953648995355
247,0.9446918126914515
248,0.024743465639582417
249,0.38467686459108047
250,0.04092634565054086
251,0.5161377710807179
252,0.04008135350549883
253,0.07181542644954755
254,0.1463787485599137
255,0.9970715144514863
256,0.24829483682544576
257,0.07135012483855072
258,0.037942207329339984
259,0.010236997552676378
260,0.07922519929688983
261,0.1713954771634232
262,0.031148453616551174
263,0.873073572346892
264,0.07732460900640095
265,0.5924412228480301
266,0.5851468402221371
267,0.2120025036076853
268,0.051467682694223346
269,0.9853882727693036
270,0.1418840039509705
271,0.24829483682544576
272,0.2736866192572374
273,0.6448526481260144
274,0.08780196383901863
275,0.9957932144291037
276,0.6172007913291448
277,0.39785732696324877
278,0.8985139330532499
279,0.10304586481512495
280,0.3223993435032688
281,0.10928254338725707
282,0.6721860229188833
283,0.20241011921981333
284,0.049932942519215276
285,0.7912934511477269
286,0.6298449737369012
287,0.6877037774382261
288,0.39785732696324877
289,0.1753404253769847
290,0.19828617220855735
291,0.09313205802401593
292,0.6766279917112563
293,0.006764929007687718
294,0.2426752756916484
295,0.135060377218203
296,0.058343793664075744
297,0.9365733379251261
298,0.7264137359983027
299,0.05452662135310955
300,0.3563266197247995
301,0.03402651778884693
302,0.7847676359983544
303,0.02204932454550395
304,0.02622953648995355
305,0.10304586481512495
306,0.07351229713658583
307,0.4755738708036491
308,0.7731560740624447
309,0.2850170219510078
310,0.3073825010893812
311,0.9059495504233764
312,0.3563266197247995
313,0.6553461600734217
314,0.25231944843272897
315,0.23227647667135035
316,0.42731822782853957
317,0.7213804684917244
318,0.03451833215926415
319,0.22009920186649312
320,0.9909622658201727
321,0.8427318186837591
322,0.8618160089561597
323,0.2120025036076853
324,0.032892697590603905
325,0.01354227456725799
326,0.0413566190605736
327,0.9211389973437916
328,0.8648618880529133
329,0.12897263416318666
330,0.7613344043514804
331,0.03365105080292071
332,0.07181542644954755
333,0.06087797374767319
334,0.9175343459125683
335,0.007476848621590277
336,0.29110395069391376
337,0.14643215983489424
338,0.04092634565054086
339,0.48511178252269554
340,0.012891313450133455
341,0.018539831497583512
342,0.15604994564648508
343,0.023296289378279437
344,0.12773361452159188
345,0.17775026243386882
346,0.07565909556229031
347,0.9865104158827775
348,0.15964548960225933
349,0.43174747275187625
350,0.10400062806165081
351,0.06263827513059997
352,0.9722756766502567
353,0.38307741902363823
354,0.09799617106324414
355,0.0835002369163893
356,0.43424955568063955
357,0.9164539422069017
358,0.09235747129442304
359,0.4113819705303382
360,0.43614808977120595
361,0.018539831497583512
362,0.5552570294534475
363,0.07922519929688983
364,0.2942416914965201
365,0.0625021895949686
366,0.17983041762911794
367,0.9876972606556972
368,0.051467682694223346
369,0.2869470663015933
370,0.21283787635539614
371,0.4077854107456183
372,0.2264604777013054
373,0.09539138633681671
374,0.06885933443036749
375,0.7758347938653676
376,0.018539831497583512
377,0.23785858357416195
378,0.0860331443999143
379,0.19846798928988257
380,0.21180326570576316
381,0.3740321752948291
382,0.9759892139667778
383,0.3520211961141509
384,0.018539831497583512
385,0.10689762790492491
386,0.9075982187421064
387,0.01354227456725799
388,0.018539831497583512
389,0.15211903674932753
390,0.04348399993445165
391,0.07922519929688983
392,0.09313205802401593
393,0.018539831497583512
394,0.5578521487456615
395,0.7661553501483113
396,0.09313205802401593
397,0.12773361452159188
398,0.04348399993445165
399,0.17860210910812477
400,0.1266842018217201
401,0.021851693115735097
402,0.07135012483855072
403,0.15604994564648508
404,0.07351229713658583
405,0.8135375802531163
406,0.13689976367198065
407,0.6602978474657604
408,0.09799617106324414
409,0.018539831497583512
410,0.4613633226713501
411,0.2736866192572374
